2022-05-15 16:05:541 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:807 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (93415e417bca4ba139d585bba560b632)] -> link text: Log in]
2022-05-15 16:05:935 INFO  LoginPage :44 - Getting text from : [[ChromeDriver: chrome on WINDOWS (93415e417bca4ba139d585bba560b632)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 16:05:558 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 16:05:07 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (669f6de939e337431da06e5a6074719b)] -> link text: Log in]
2022-05-15 18:05:926 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 18:05:951 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (270a29fa630632d976a365941b846a63)] -> link text: Log in]
2022-05-15 18:05:89 INFO  LoginPage :44 - Getting text from : [[ChromeDriver: chrome on WINDOWS (270a29fa630632d976a365941b846a63)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 18:05:851 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 18:05:913 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (19451d2edb3d86cc23bcd160e2d7e640)] -> link text: Log in]
2022-05-15 18:05:379 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 18:05:369 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (0c8ffcb96e327a5280a7a3ea1dfa0cc3)] -> link text: Log in]
2022-05-15 18:05:443 INFO  LoginPage :44 - Getting text from : [[ChromeDriver: chrome on WINDOWS (0c8ffcb96e327a5280a7a3ea1dfa0cc3)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 18:05:33 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 18:05:210 INFO  HomePage :37 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (666f0e500d7c105b99ee56206ce95416)] -> link text: Log in]
2022-05-15 19:05:368 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-15 19:05:200 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:657 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:655 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:699 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:177 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:39 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:920 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:587 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:68 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:652 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:630 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:487 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:654 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:55 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:573 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:542 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:36 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:770 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:191 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:70 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:955 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 06:05:907 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 07:05:612 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 09:05:945 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 09:05:709 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 09:05:456 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 09:05:363 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 09:05:26 INFO  ManageDriver :32 - Launching Chrome Browser
